,Protein Annotation,Day21-ETP,sgRNA_vs_Target,TID,MatchResult
29373,36.81,3.299015814,14,1,1
29374,36.81,3.299015814,14,1,1
29376,36.81,3.29433142,19,1,0
29379,36.81,3.230811355,11,1,1
29382,36.81,3.229749107,19,1,1
29386,36.81,3.067374791,12,1,1
29387,36.81,3.067374791,12,1,1
29389,36.81,3.020009474,20,1,1
29392,36.81,2.97590463,1,1,0
29393,36.81,2.966884509,18,1,1
29398,36.81,2.953901144,11,1,1
29401,36.81,2.914782742,17,1,1
29402,36.81,2.914782742,17,1,1
29404,36.81,2.903988717,17,1,1
29405,36.81,2.868626593,10,1,1
29408,36.81,2.865034431,19,1,1
29409,36.81,2.865034431,19,1,1
29410,36.81,2.828213641,12,1,1
29413,36.81,2.735191344,14,1,1
29416,36.81,2.698241937,10,1,1
29417,36.81,2.679602085,18,1,1
29418,36.81,2.664963648,15,1,1
29419,36.81,2.664963648,15,1,1
29426,36.81,2.593226103,15,1,1
29428,36.81,2.583541549,13,1,1
29429,36.81,2.583541549,13,1,1
29431,36.81,2.560872766,11,1,1
29433,36.81,2.560872766,11,1,1
29435,36.81,2.539896807,18,1,0
29436,36.81,2.5160556030000003,14,1,1
29441,36.81,2.349337219,10,1,1
29442,36.81,2.349337219,10,1,1
29445,36.81,2.327270967,13,1,1
29448,36.81,2.265712585,19,1,1
29453,36.81,2.109040358,18,1,1
29454,36.81,2.109040358,18,1,1
29461,36.81,1.954894474,2,1,0
29465,36.81,1.766054926,12,1,1
29466,36.81,1.5503286930000002,16,1,1
29467,36.81,1.5503286930000002,16,1,1
29468,36.81,1.163230243,15,1,1
29469,36.81,0.665339479,8,1,1
29470,36.81,0.665339479,8,1,1
29471,36.81,0.384712756,13,1,1
29473,36.81,0.243311206,6,1,1
29474,36.81,0.235659616,11,1,0
29475,36.81,0.208750583,3,1,0
29477,36.81,-0.065142125,12,1,0
29478,36.81,-0.095473992,16,1,1
29481,36.81,-0.286216399,16,1,0
29482,36.81,-0.34898632,14,1,0
29483,36.81,-0.3814621520000001,1,1,1
29484,36.81,-0.473030849,9,1,1
29485,36.81,-0.473820944,1,1,1
29486,36.81,-0.542392774,8,1,0
29487,36.81,-0.56065934,7,1,1
29488,36.81,-0.638731464,5,1,1
29489,36.81,-0.739581395,5,1,1
29490,36.81,-0.739581395,5,1,1
29491,36.81,-0.756760317,1,1,1
29492,36.81,-0.7646711279999999,7,1,0
29493,36.81,-0.831758763,2,1,1
29494,36.81,-0.831758763,2,1,1
29495,36.81,-0.840040008,17,1,0
29496,36.81,-0.909898962,17,1,1
29497,36.81,-0.920439078,6,1,1
29498,36.81,-0.920439078,6,1,1
29499,36.81,-0.932682144,9,1,1
29500,36.81,-0.932682144,9,1,1
29501,36.81,-0.974257799,4,1,1
29502,36.81,-0.974257799,4,1,1
29503,36.81,-1.055917191,3,1,1
29504,36.81,-1.055917191,3,1,1
29506,36.81,-1.088986514,3,1,1
29507,36.81,-1.128072929,10,1,0
29508,36.81,-1.200012419,9,1,1
29510,36.81,-1.3268481,6,1,0
29511,36.81,-1.460110953,8,1,1
29512,36.81,-1.532253237,5,1,1
29513,36.81,-1.5583103619999998,2,1,1
29515,36.81,-1.565264093,16,1,1
29516,36.81,-1.575838812,7,1,1
29517,36.81,-1.575838812,7,1,1
29518,36.81,-1.5976190019999998,13,1,0
29520,36.81,-1.6214702280000002,3,1,1
29522,36.81,-1.733930456,8,1,1
29525,36.81,-2.300224172,15,1,0
29526,36.81,-2.3085884180000003,5,1,0
29527,36.81,-2.560010027,7,1,1
29528,36.81,-2.583428113,9,1,0
29529,36.81,-2.656707172,6,1,1
29531,36.81,-3.192078597,4,1,1
29532,36.81,-3.341183071,4,1,0
29534,36.81,-4.6215347730000005,2,1,1
29539,51.1,1.486982926,20,1,1
29543,51.1,1.449479418,19,1,1
29545,51.1,1.3156536,14,1,1
29546,51.1,1.3156536,14,1,1
29549,51.1,1.246910019,12,1,1
29550,51.1,1.2447006859999998,11,1,1
29551,51.1,1.087656627,15,1,1
29553,51.1,1.005484598,19,1,1
29555,51.1,0.977504223,11,1,1
29560,51.1,0.910287652,19,1,1
29561,51.1,0.910287652,19,1,1
29564,51.1,0.884706117,17,1,1
29566,51.1,0.7734998120000001,12,1,1
29567,51.1,0.7734998120000001,12,1,1
29568,51.1,0.7734998120000001,12,1,1
29569,51.1,0.7734998120000001,12,1,1
29570,51.1,0.7734998120000001,12,1,1
29571,51.1,0.7734998120000001,12,1,1
29572,51.1,0.732054125,11,1,1
29573,51.1,0.7305091159999999,18,1,1
29576,51.1,0.645374763,11,1,1
29577,51.1,0.617831071,14,1,1
29579,51.1,0.529804442,9,1,1
29580,51.1,0.497693188,11,1,1
29581,51.1,0.48618776,18,1,1
29582,51.1,0.48618776,18,1,1
29583,51.1,0.412330514,14,1,1
29588,51.1,-0.126169778,12,1,1
29591,51.1,-0.238503497,13,1,1
29594,51.1,-0.3214657,7,1,1
29595,51.1,-0.341253823,15,1,1
29596,51.1,-0.341253823,15,1,1
29597,51.1,-0.358447746,7,1,1
29598,51.1,-0.364167055,16,1,1
29600,51.1,-0.38571876,17,1,1
29601,51.1,-0.38571876,17,1,1
29603,51.1,-0.479640201,10,1,1
29605,51.1,-0.530009541,17,1,0
29607,51.1,-0.632497292,11,1,1
29608,51.1,-0.67034173,11,1,1
29610,51.1,-0.7049369240000001,15,1,1
29614,51.1,-0.881479372,7,1,1
29615,51.1,-0.977038701,8,1,0
29616,51.1,-0.977038701,8,1,0
29617,51.1,-0.977038701,8,1,0
29618,51.1,-0.995275257,16,1,1
29619,51.1,-1.009479187,8,1,1
29620,51.1,-1.009479187,8,1,1
29621,51.1,-1.009479187,8,1,1
29623,51.1,-1.100930952,11,1,1
29627,51.1,-1.181285995,8,1,1
29628,51.1,-1.219469577,7,1,1
29629,51.1,-1.276940506,9,1,1
29631,51.1,-1.276940506,9,1,1
29632,51.1,-1.286857071,10,1,0
29633,51.1,-1.286857071,10,1,0
29634,51.1,-1.31083355,11,1,0
29640,51.1,-1.521504586,8,1,1
29641,51.1,-1.574962141,13,1,1
29642,51.1,-1.574962141,13,1,1
29646,51.1,-1.727165223,11,1,1
29647,51.1,-1.727165223,11,1,1
29648,51.1,-1.74257804,12,1,0
29649,51.1,-1.74257804,12,1,0
29650,51.1,-1.74257804,12,1,0
29651,51.1,-1.74257804,12,1,0
29652,51.1,-1.74257804,12,1,0
29653,51.1,-1.830882971,9,1,1
29655,51.1,-1.875538113,10,1,1
29656,51.1,-1.875538113,10,1,1
29657,51.1,-1.875538113,10,1,1
29659,51.1,-1.891580234,19,1,0
29660,51.1,-2.0835227780000003,9,1,1
29661,51.1,-2.126023675,9,1,1
29662,51.1,-2.202586931,14,1,0
29663,51.1,-2.204728814,15,1,0
29664,51.1,-2.21665824,13,1,0
29666,51.1,-2.356194694,18,1,0
29667,51.1,-2.358078429,13,1,1
29668,51.1,-2.404071305,16,1,1
29670,51.1,-2.404071305,16,1,1
29671,51.1,-2.415451661,11,1,1
29672,51.1,-2.445864352,17,1,1
29674,51.1,-2.698463552,11,1,1
29675,51.1,-2.7655936010000004,11,1,1
29676,51.1,-2.786157761,11,1,1
29681,51.1,-2.94196512,9,1,0
29683,51.1,-2.944794224,11,1,1
29684,51.1,-3.0424347000000003,7,1,1
29685,51.1,-3.066953393,10,1,1
29688,51.1,-3.480019595,9,1,1
29690,51.1,-3.936456027,16,1,0
29692,51.1,-4.162645845,7,1,1
29694,51.1,-4.501461783,11,1,1
29696,51.1,2.580368678,15,1,1
29700,51.1,1.715366619,19,1,1
29701,51.1,1.715366619,19,1,1
29705,51.1,1.054318257,17,1,1
29710,51.1,1.054318257,17,1,1
29716,51.1,1.028306588,14,1,1
29719,51.1,0.80833716,19,1,0
29733,51.1,0.494897979,19,1,1
29737,51.1,0.214924688,14,1,1
29738,51.1,0.201802004,17,1,1
29740,51.1,0.106786095,19,1,1
29745,51.1,-0.27573537,15,1,1
29747,51.1,-0.423321656,14,1,1
29748,51.1,-0.439522221,12,1,1
29749,51.1,-0.488708417,12,1,0
29750,51.1,-0.490862516,15,1,1
29752,51.1,-0.574044442,10,1,1
29756,51.1,-0.700674365,10,1,0
29757,51.1,-0.74086636,14,1,0
29758,51.1,-0.748344515,10,1,1
29759,51.1,-0.7847275909999999,15,1,0
29760,51.1,-0.7847275909999999,15,1,0
29761,51.1,-0.7847275909999999,15,1,0
29762,51.1,-0.829758048,10,1,1
29766,51.1,-0.904923419,15,1,1
29767,51.1,-0.99491284,12,1,1
29769,51.1,-1.181901342,17,1,0
29770,51.1,-1.275674665,10,1,1
29771,51.1,-1.440369164,13,1,1
29772,51.1,-1.683066765,15,1,1
29773,51.1,-1.739630309,14,1,1
29774,51.1,-1.756315937,15,1,1
29775,51.1,-1.808548423,14,1,1
29776,51.1,-1.892850894,14,1,1
29777,51.1,-1.983325357,10,1,1
29778,51.1,-2.009714931,11,1,1
29779,51.1,-2.015684823,12,1,1
29780,51.1,-2.043637821,13,1,1
29781,51.1,-2.043637821,13,1,1
29782,51.1,-2.043637821,13,1,1
29783,51.1,-2.043637821,13,1,1
29785,51.1,-2.187082089,12,1,1
29786,51.1,-2.332727255,13,1,1
29788,51.1,-2.443352584,12,1,1
29789,51.1,-2.459193334,14,1,1
29792,51.1,-2.516276045,15,1,1
29793,51.1,-2.579633943,13,1,0
29794,51.1,-2.579633943,13,1,0
29795,51.1,-2.579633943,13,1,0
29797,51.1,-2.6189306830000003,18,1,0
29798,51.1,-2.6189306830000003,18,1,0
29799,51.1,-2.681994622,11,1,1
29801,51.1,-2.861295445,10,1,1
29802,51.1,-2.929252268,12,1,1
29803,51.1,-2.929252268,12,1,1
29805,51.1,-3.47473813,14,1,1
29806,51.1,-3.47473813,14,1,1
29809,51.1,-3.745324284,16,1,0
29810,51.1,-3.745324284,16,1,0
29811,51.1,-3.745324284,16,1,0
29812,51.1,-3.745324284,16,1,0
29813,51.1,-3.876653087,14,1,1
29814,51.1,-3.922174707,12,1,1
29816,51.1,-4.33181509,12,1,1
29817,51.65,3.543579283,18,1,0
29819,51.65,3.380569888,11,1,1
29822,51.65,3.197886393,15,1,1
29823,51.65,3.197886393,15,1,1
29828,51.65,3.1096625280000003,17,1,1
29829,51.65,3.075223814,14,1,1
29830,51.65,3.0713113080000003,18,1,1
29835,51.65,3.029085019,18,1,1
29836,51.65,3.00055101,12,1,1
29837,51.65,3.00055101,12,1,1
29840,51.65,2.97079921,19,1,0
29844,51.65,2.928994968,19,1,1
29845,51.65,2.928994968,19,1,1
29849,51.65,2.846418814,20,1,1
29850,51.65,2.8424261310000003,11,1,1
29851,51.65,2.8424261310000003,11,1,1
29852,51.65,2.8424261310000003,11,1,1
29856,51.65,2.7581107410000003,19,1,1
29863,51.65,2.663290196,15,1,1
29864,51.65,2.635813164,18,1,1
29865,51.65,2.635813164,18,1,1
29867,51.65,2.625153188,19,1,1
29872,51.65,2.603698993,11,1,1
29879,51.65,2.395877528,15,1,1
29881,51.65,2.372855712,12,1,1
29883,51.65,2.355105737,7,1,0
29884,51.65,2.310018356,17,1,1
29891,51.65,1.888144098,11,1,0
29892,51.65,1.888144098,11,1,0
29895,51.65,1.494025735,14,1,1
29896,51.65,1.494025735,14,1,1
29897,51.65,1.46004235,12,1,0
29899,51.65,0.8474139270000001,12,1,1
29901,51.65,0.25463816100000003,17,1,1
29902,51.65,0.25463816100000003,17,1,1
29905,51.65,-0.321939347,7,1,1
29906,51.65,-0.33901467700000004,8,1,1
29907,51.65,-0.370585034,10,1,1
29909,51.65,-0.444714136,16,1,1
29910,51.65,-0.444714136,16,1,1
29911,51.65,-0.451737564,8,1,1
29912,51.65,-0.471731711,8,1,1
29913,51.65,-0.63399348,10,1,1
29914,51.65,-0.6374210020000001,13,1,1
29917,51.65,-0.780599666,13,1,1
29918,51.65,-0.780599666,13,1,1
29919,51.65,-0.851335932,7,1,1
29920,51.65,-0.905409363,16,1,0
29921,51.65,-0.937136125,7,1,1
29923,51.65,-1.010347562,7,1,1
29928,51.65,-1.187412802,7,1,1
29930,51.65,-1.305802965,8,1,1
29931,51.65,-1.361370694,10,1,1
29932,51.65,-1.383024277,10,1,1
29933,51.65,-1.402518946,8,1,1
29934,51.65,-1.457197776,8,1,1
29935,51.65,-1.505459441,16,1,1
29936,51.65,-1.534459283,14,1,0
29937,51.65,-1.614630744,10,1,0
29938,51.65,-1.6907648709999998,9,1,0
29940,51.65,-1.6907648709999998,9,1,0
29941,51.65,-1.6907648709999998,9,1,0
29942,51.65,-1.6907648709999998,9,1,0
29943,51.65,-1.7032474030000002,9,1,1
29944,51.65,-1.7032474030000002,9,1,1
29945,51.65,-1.7032474030000002,9,1,1
29946,51.65,-1.7032474030000002,9,1,1
29947,51.65,-1.7032474030000002,9,1,1
29948,51.65,-1.763880694,7,1,1
29949,51.65,-1.78020503,8,1,1
29950,51.65,-1.7847658990000002,13,1,1
29951,51.65,-1.792145004,7,1,1
29953,51.65,-1.845845181,9,1,1
29954,51.65,-1.870025566,8,1,1
29956,51.65,-1.887790724,10,1,1
29957,51.65,-1.931049074,9,1,1
29958,51.65,-1.941908227,16,1,1
29959,51.65,-1.965053696,8,1,1
29960,51.65,-1.965233138,8,1,0
29961,51.65,-1.965233138,8,1,0
29962,51.65,-1.965233138,8,1,0
29963,51.65,-1.97478092,15,1,0
29964,51.65,-2.13395023,8,1,1
29965,51.65,-2.13395023,8,1,1
29966,51.65,-2.13395023,8,1,1
29967,51.65,-2.13395023,8,1,1
29968,51.65,-2.540564314,8,1,1
29969,51.65,-2.608804614,10,1,1
29970,51.65,-2.608804614,10,1,1
29971,51.65,-2.685561069,17,1,0
29972,51.65,-2.9605049039999995,8,1,1
29974,51.65,-3.497055806,13,1,0
29976,51.65,-4.154288323,7,1,1
29977,51.65,-4.22993247,7,1,1
29978,55.77,2.839280677,18,1,1
29981,55.77,2.3614095980000003,16,1,1
29982,55.77,2.3614095980000003,16,1,1
29984,55.77,2.327125961,8,1,1
29988,55.77,2.024326892,15,1,1
29990,55.77,1.96489406,19,1,1
29991,55.77,1.96489406,19,1,1
29994,55.77,1.907735536,15,1,1
29998,55.77,1.523861446,14,1,1
29999,55.77,1.523861446,14,1,1
30000,55.77,1.523861446,14,1,1
30001,55.77,1.464850115,18,1,1
30002,55.77,1.4589011530000002,13,1,1
30003,55.77,1.4589011530000002,13,1,1
30004,55.77,1.4515898859999998,18,1,0
30005,55.77,1.3687718130000002,15,1,1
30006,55.77,1.3687718130000002,15,1,1
30007,55.77,1.348780527,20,1,1
30009,55.77,1.128952199,19,1,1
30010,55.77,1.04758064,17,1,1
30014,55.77,0.65750774,18,1,1
30015,55.77,0.65750774,18,1,1
30016,55.77,0.548456034,13,1,1
30018,55.77,0.455950951,9,1,1
30020,55.77,0.35692692,9,1,1
30024,55.77,0.241182895,11,1,0
30025,55.77,0.225238185,17,1,1
30026,55.77,0.204474148,9,1,0
30027,55.77,0.204474148,9,1,0
30028,55.77,0.153455432,13,1,1
30030,55.77,0.080138422,13,1,1
30031,55.77,0.021126273,9,1,1
30032,55.77,0.021126273,9,1,1
30033,55.77,0.021126273,9,1,1
30037,55.77,-0.203481242,9,1,1
30040,55.77,-0.23276205,19,1,0
30045,55.77,-0.4633111170000001,16,1,0
30048,55.77,-0.598588409,9,1,1
30049,55.77,-0.610239656,17,1,1
30050,55.77,-0.610239656,17,1,1
30051,55.77,-0.610239656,17,1,1
30057,55.77,-0.7667191090000001,19,1,1
30058,55.77,-0.767549725,11,1,1
30059,55.77,-0.767549725,11,1,1
30060,55.77,-0.801518127,10,1,1
30061,55.77,-0.801518127,10,1,1
30062,55.77,-0.801518127,10,1,1
30063,55.77,-0.801518127,10,1,1
30064,55.77,-0.801518127,10,1,1
30065,55.77,-0.840177926,9,1,1
30071,55.77,-0.908627536,9,1,1
30072,55.77,-0.911452407,9,1,1
30073,55.77,-0.923696356,14,1,1
30075,55.77,-0.9475571,10,1,1
30082,55.77,-1.25214672,8,1,1
30083,55.77,-1.295379107,16,1,1
30085,55.77,-1.350705817,12,1,1
30086,55.77,-1.364903391,9,1,1
30087,55.77,-1.424042806,9,1,1
30088,55.77,-1.436519123,11,1,1
30089,55.77,-1.520088668,16,1,1
30090,55.77,-1.520688347,10,1,1
30092,55.77,-1.7457643319999998,16,1,1
30093,55.77,-1.7542543000000002,16,1,1
30095,55.77,-1.872272348,13,1,0
30096,55.77,-1.974210969,8,1,1
30098,55.77,-2.007864677,12,1,1
30099,55.77,-2.007864677,12,1,1
30100,55.77,-2.007864677,12,1,1
30104,55.77,-2.145062527,9,1,1
30107,55.77,-2.328099664,12,1,1
30109,55.77,-2.344734758,8,1,1
30110,55.77,-2.355285299,13,1,1
30111,55.77,-2.385635158,14,1,0
30112,55.77,-2.385635158,14,1,0
30114,55.77,-2.471858643,16,1,1
30115,55.77,-2.528224005,8,1,0
30117,55.77,-2.732431873,13,1,1
30119,55.77,-2.874615443,9,1,1
30121,55.77,-3.05787401,8,1,1
30123,55.77,-3.18729209,11,1,1
30124,55.77,-3.21438432,11,1,1
30126,55.77,-3.477323001,8,1,1
30129,55.77,-3.888252664,12,1,0
30135,55.77,-3.888252664,12,1,0
30136,55.77,-3.914031779,10,1,0
30137,55.77,-3.914031779,10,1,0
30138,55.77,-3.914031779,10,1,0
30139,55.77,-3.914031779,10,1,0
30140,55.77,-3.928562109,11,1,1
30141,55.77,-3.977901021,15,1,0
30142,55.77,-4.16769414,17,1,0
30143,55.77,-4.16769414,17,1,0
30145,55.77,-4.393842933,11,1,1
30146,55.77,-4.803525259,14,1,1
30150,71.98,2.8847480510000003,16,1,1
30153,71.98,2.673218049,17,1,1
30154,71.98,2.673218049,17,1,1
30155,71.98,2.673218049,17,1,1
30156,71.98,2.624807815,18,1,1
30157,71.98,2.624807815,18,1,1
30158,71.98,2.624807815,18,1,1
30160,71.98,2.597875971,18,1,1
30161,71.98,2.50332296,13,1,0
30162,71.98,2.50332296,13,1,0
30163,71.98,2.50332296,13,1,0
30164,71.98,2.50332296,13,1,0
30167,71.98,2.4514521940000003,19,1,1
30170,71.98,2.382169315,13,1,1
30173,71.98,2.294474084,19,1,1
30174,71.98,2.294474084,19,1,1
30175,71.98,2.282354427,18,1,1
30177,71.98,2.262015695,19,1,1
30182,71.98,1.962609058,20,1,1
30188,71.98,1.853425723,19,1,0
30192,71.98,1.804930021,14,1,1
30193,71.98,1.804930021,14,1,1
30194,71.98,1.748098955,16,1,1
30197,71.98,1.6779202030000002,13,1,1
30198,71.98,1.650749391,13,1,1
30200,71.98,1.650749391,13,1,1
30201,71.98,1.650749391,13,1,1
30202,71.98,1.650749391,13,1,1
30203,71.98,1.650749391,13,1,1
30216,71.98,1.144442752,12,1,1
30218,71.98,1.076800437,17,1,1
30222,71.98,0.935941037,16,1,1
30225,71.98,0.649051487,12,1,1
30226,71.98,0.645786868,17,1,1
30228,71.98,0.487356449,16,1,1
30229,71.98,0.487356449,16,1,1
30231,71.98,0.246828341,15,1,1
30232,71.98,0.228389093,9,1,1
30234,71.98,0.228389093,9,1,1
30238,71.98,0.09477761,10,1,1
30239,71.98,0.09477761,10,1,1
30240,71.98,0.09477761,10,1,1
30241,71.98,0.077784956,15,1,1
30242,71.98,0.077784956,15,1,1
30243,71.98,0.074742906,18,1,0
30244,71.98,0.074742906,18,1,0
30246,71.98,0.019998808,8,1,1
30247,71.98,0.006415815,9,1,1
30248,71.98,-0.106482057,11,1,1
30249,71.98,-0.17460280600000005,12,1,1
30251,71.98,-0.21848578,12,1,0
30252,71.98,-0.21848578,12,1,0
30253,71.98,-0.349007714,14,1,0
30255,71.98,-0.373697196,17,1,1
30256,71.98,-0.420312399,9,1,0
30257,71.98,-0.420312399,9,1,0
30258,71.98,-0.42331375,16,1,0
30260,71.98,-0.508045326,15,1,0
30262,71.98,-0.6925821129999999,16,1,1
30263,71.98,-0.709294457,17,1,0
30264,71.98,-0.709294457,17,1,0
30265,71.98,-0.73733661,10,1,1
30266,71.98,-0.760536122,15,1,1
30268,71.98,-0.8073897329999999,9,1,1
30271,71.98,-0.92061296,11,1,1
30272,71.98,-1.055870899,17,1,1
30273,71.98,-1.065869234,16,1,1
30274,71.98,-1.097055851,12,1,1
30276,71.98,-1.1972786009999998,12,1,1
30277,71.98,-1.236180294,11,1,0
30281,71.98,-1.48178066,11,1,1
30282,71.98,-1.622986983,12,1,1
30283,71.98,-1.839614769,9,1,1
30284,71.98,-1.841256276,12,1,1
30285,71.98,-1.864664864,10,1,1
30287,71.98,-1.99919519,12,1,1
30288,71.98,-2.112300777,11,1,1
30289,71.98,-2.129165634,8,1,1
30291,71.98,-2.148439476,11,1,1
30292,71.98,-2.148439476,11,1,1
30293,71.98,-2.278022886,9,1,1
30295,71.98,-2.41588946,14,1,1
30297,71.98,-2.493579878,14,1,1
30298,71.98,-2.568859308,12,1,1
30300,71.98,-2.6662213180000003,12,1,1
30301,71.98,-2.6662213180000003,12,1,1
30302,71.98,-2.6662213180000003,12,1,1
30303,71.98,-2.703491775,17,1,1
30304,71.98,-2.748976933,12,1,1
30305,71.98,-2.789794358,12,1,1
30307,71.98,-2.907182352,11,1,1
30308,71.98,-3.228287725,10,1,0
30309,71.98,-3.228287725,10,1,0
30311,71.98,-3.990877054,8,1,1
30313,71.98,-4.396828489,9,1,1
30315,46.7,2.738817086,13,1,1
30317,46.7,2.725382017,13,1,1
30320,46.7,2.69310487,19,1,1
30322,46.7,2.6695992790000003,19,1,0
30323,46.7,2.42812632,18,1,1
30325,46.7,2.418920753,19,1,1
30327,46.7,2.335690422,20,1,1
30329,46.7,2.3346417230000003,19,1,1
30330,46.7,2.3346417230000003,19,1,1
30333,46.7,2.195889636,13,1,1
30334,46.7,2.154198743,18,1,1
30336,46.7,2.138859529,16,1,1
30337,46.7,2.138859529,16,1,1
30338,46.7,2.138859529,16,1,1
30339,46.7,2.127054112,15,1,1
30344,46.7,1.850134981,15,1,1
30345,46.7,1.850134981,15,1,1
30348,46.7,1.444948484,13,1,1
30350,46.7,1.3257493,14,1,1
30351,46.7,1.3257493,14,1,1
30352,46.7,1.3257493,14,1,1
30353,46.7,1.3257493,14,1,1
30356,46.7,1.158702276,7,1,0
30358,46.7,0.941208545,15,1,1
30362,46.7,0.707261658,18,1,1
30363,46.7,0.707261658,18,1,1
30364,46.7,0.684530504,14,1,1
30365,46.7,0.452957734,6,1,0
30370,46.7,0.059466664,14,1,1
30374,46.7,-0.05795131,13,1,1
30375,46.7,-0.100808723,16,1,1
30377,46.7,-0.119579717,17,1,1
30380,46.7,-0.213367705,12,1,1
30381,46.7,-0.233428498,18,1,0
30384,46.7,-0.238476303,11,1,1
30385,46.7,-0.251504436,12,1,1
30386,46.7,-0.254070832,12,1,1
30388,46.7,-0.319063655,11,1,0
30390,46.7,-0.391632335,11,1,1
30392,46.7,-0.5246107170000001,5,1,1
30395,46.7,-0.697470438,8,1,1
30396,46.7,-0.697470438,8,1,1
30397,46.7,-0.7052656009999999,17,1,1
30398,46.7,-0.7052656009999999,17,1,1
30399,46.7,-0.729833703,17,1,0
30400,46.7,-0.8217740309999999,15,1,0
30405,46.7,-0.989139892,13,1,1
30406,46.7,-1.016914537,5,1,1
30408,46.7,-1.043188629,13,1,1
30409,46.7,-1.062516777,13,1,0
30410,46.7,-1.062516777,13,1,0
30411,46.7,-1.104115166,16,1,1
30413,46.7,-1.122734387,8,1,1
30414,46.7,-1.12309717,12,1,1
30415,46.7,-1.12309717,12,1,1
30418,46.7,-1.14790204,9,1,1
30419,46.7,-1.281816549,7,1,1
30420,46.7,-1.391934139,11,1,1
30421,46.7,-1.391934139,11,1,1
30425,46.7,-1.495713747,15,1,1
30426,46.7,-1.53499426,9,1,1
30427,46.7,-1.550112615,15,1,1
30428,46.7,-1.60784194,15,1,1
30430,46.7,-1.627740781,12,1,1
30432,46.7,-1.640007767,13,1,1
30433,46.7,-1.640007767,13,1,1
30434,46.7,-1.640007767,13,1,1
30437,46.7,-1.7832910869999998,7,1,1
30438,46.7,-1.853745984,10,1,1
30439,46.7,-1.863820485,9,1,1
30440,46.7,-1.863820485,9,1,1
30441,46.7,-1.873150904,7,1,1
30442,46.7,-1.873150904,7,1,1
30443,46.7,-1.941517046,10,1,1
30445,46.7,-1.960920784,6,1,1
30450,46.7,-2.013882662,6,1,1
30451,46.7,-2.031341963,16,1,0
30452,46.7,-2.031341963,16,1,0
30454,46.7,-2.076365712,5,1,1
30455,46.7,-2.172047275,12,1,1
30457,46.7,-2.232427446,17,1,1
30462,46.7,-2.783642018,10,1,0
30466,46.7,-3.0275070060000004,13,1,1
30467,46.7,-3.315603717,10,1,1
30468,46.7,-3.315603717,10,1,1
30469,46.7,-3.35762551,6,1,1
30470,46.7,-3.35762551,6,1,1
30471,46.7,-3.37586139,8,1,0
30473,46.7,-3.787211793,14,1,0
30474,46.7,-3.787211793,14,1,0
30475,46.7,-3.787211793,14,1,0
30476,46.7,-3.831803532,12,1,0
30478,46.7,-3.952713502,9,1,0
30480,46.7,-4.472322118,8,1,1
30482,83.95,0.3762909,18,0,1
30483,83.95,0.3762909,18,0,1
30484,83.95,0.297850261,9,0,1
30485,83.95,0.1670068,13,0,1
30486,83.95,0.1670068,13,0,1
30488,83.95,0.11710923,19,0,1
30490,83.95,-0.081293589,16,0,1
30491,83.95,-0.128107089,15,0,1
30492,83.95,-0.128107089,15,0,1
30496,83.95,-0.215278942,19,0,1
30499,83.95,-0.310834916,12,0,0
30500,83.95,-0.34196662,12,0,1
30501,83.95,-0.34196662,12,0,1
30504,83.95,-0.394938578,15,0,0
30509,83.95,-0.624648935,15,0,1
30513,83.95,-0.68249972,15,0,1
30515,83.95,-0.733635719,5,0,1
30516,83.95,-0.7772543359999999,13,0,0
30517,83.95,-0.813731013,8,0,0
30518,83.95,-0.813731013,8,0,0
30519,83.95,-0.814634183,7,0,1
30522,83.95,-0.949662146,10,0,0
30523,83.95,-0.949662146,10,0,0
30525,83.95,-1.01424667,16,0,1
30526,83.95,-1.01424667,16,0,1
30527,83.95,-1.01424667,16,0,1
30529,83.95,-1.059287253,9,0,1
30530,83.95,-1.059287253,9,0,1
30531,83.95,-1.073042908,9,0,1
30533,83.95,-1.090627516,9,0,1
30534,83.95,-1.0959130259999998,13,0,1
30537,83.95,-1.125249013,13,0,1
30538,83.95,-1.164671934,9,0,1
30540,83.95,-1.219601598,14,0,1
30541,83.95,-1.219601598,14,0,1
30542,83.95,-1.219601598,14,0,1
30543,83.95,-1.237975304,18,0,1
30545,83.95,-1.276797306,13,0,1
30547,83.95,-1.407425123,14,0,1
30548,83.95,-1.45301904,13,0,1
30552,83.95,-1.5761566180000002,5,0,1
30553,83.95,-1.580155456,17,0,1
30554,83.95,-1.580155456,17,0,1
30556,83.95,-1.6125415369999998,15,0,1
30557,83.95,-1.614392909,14,0,0
30558,83.95,-1.614392909,14,0,0
30559,83.95,-1.620402023,5,0,1
30560,83.95,-1.657121832,6,0,1
30561,83.95,-1.681481671,12,0,1
30562,83.95,-1.71014577,6,0,0
30563,83.95,-1.785687721,7,0,1
30564,83.95,-1.788861465,17,0,1
30566,83.95,-1.835018729,7,0,1
30568,83.95,-1.87179962,17,0,0
30573,83.95,-1.961068693,19,0,1
30574,83.95,-1.961068693,19,0,1
30575,83.95,-1.961594713,20,0,1
30580,83.95,-2.002174892,10,0,1
30581,83.95,-2.002174892,10,0,1
30582,83.95,-2.002174892,10,0,1
30583,83.95,-2.167190119,9,0,1
30584,83.95,-2.179594792,18,0,0
30586,83.95,-2.184248326,11,0,1
30587,83.95,-2.211709963,16,0,0
30589,83.95,-2.211709963,16,0,0
30592,83.95,-2.272361118,8,0,1
30593,83.95,-2.272361118,8,0,1
