,Protein Annotation,Day21-ETP,sgRNA_vs_Target,sgRNA_vs_Mutated,Mutated_vs_Target,TID,MatchResult
29518,36.81,-1.5976190019999998,13,1,7,1,1
29519,12.64,-1.903446372,20,20,20,1,1
29520,36.81,-1.6214702280000002,3,0,17,1,1
29521,14.84,-1.903537346,20,20,20,1,1
29522,36.81,-1.733930456,8,0,12,1,1
29523,36.81,-1.799591372,19,20,19,1,0
29524,36.81,-2.235285321,19,20,19,1,0
29525,36.81,-2.300224172,15,1,5,1,1
29526,36.81,-2.3085884180000003,5,2,15,1,1
29527,36.81,-2.560010027,7,0,13,1,1
29528,36.81,-2.583428113,9,1,11,1,1
29529,36.81,-2.656707172,6,0,14,1,1
29530,36.81,-2.681837925,19,20,19,1,0
29531,36.81,-3.192078597,4,0,16,1,1
29532,36.81,-3.341183071,4,1,16,1,1
29533,79.12,-1.904796467,20,20,20,1,1
29534,36.81,-4.6215347730000005,2,0,18,1,1
29535,51.1,2.272201495,19,20,19,1,0
29536,51.1,2.184443995,19,20,19,1,0
29537,51.1,1.884375805,19,20,19,1,0
29538,51.1,1.530133536,19,20,19,1,0
29539,51.1,1.486982926,20,8,8,1,1
29540,51.1,1.47228848,19,20,19,1,0
29541,51.1,1.449479418,19,20,19,1,0
29542,49.18,-1.905435097,20,20,20,1,1
29543,51.1,1.449479418,19,7,8,1,1
29544,51.1,1.3596256530000002,19,20,19,1,0
29545,51.1,1.3156536,14,8,14,1,1
29546,51.1,1.3156536,14,8,14,1,1
29547,51.1,1.292812903,19,20,19,1,0
29548,51.1,1.285671005,19,20,19,1,0
29549,51.1,1.246910019,12,7,15,1,1
29550,51.1,1.2447006859999998,11,6,15,1,1
29551,51.1,1.087656627,15,7,12,1,1
29552,51.1,1.005484598,19,20,19,1,0
29553,51.1,1.005484598,19,7,8,1,1
29554,51.1,0.981146142,19,20,19,1,0
29555,51.1,0.977504223,11,7,16,1,1
29556,51.1,0.958303627,19,20,19,1,0
29557,51.1,0.9302295,19,20,19,1,0
29558,51.1,0.925231917,19,20,19,1,0
29559,51.1,0.910287652,19,20,19,1,0
29560,51.1,0.910287652,19,8,9,1,1
29561,51.1,0.910287652,19,8,9,1,1
29562,51.1,0.908548391,19,20,19,1,0
29563,51.1,0.888875147,19,20,19,1,0
29564,51.1,0.884706117,17,7,10,1,1
29565,51.1,0.8084534329999999,19,20,19,1,0
29566,51.1,0.7734998120000001,12,8,16,1,1
29567,51.1,0.7734998120000001,12,8,16,1,1
29568,51.1,0.7734998120000001,12,8,16,1,1
29569,51.1,0.7734998120000001,12,8,16,1,1
29570,51.1,0.7734998120000001,12,8,16,1,1
29571,51.1,0.7734998120000001,12,8,16,1,1
29572,51.1,0.732054125,11,6,15,1,1
29573,51.1,0.7305091159999999,18,7,9,1,1
29574,51.1,0.71684383,19,20,19,1,0
29575,51.1,0.6780782609999999,19,20,19,1,0
29576,51.1,0.645374763,11,6,15,1,1
29577,51.1,0.617831071,14,7,13,1,1
29578,51.1,0.60846248,19,20,19,1,0
29579,51.1,0.529804442,9,6,17,1,1
29580,51.1,0.497693188,11,6,15,1,1
29581,51.1,0.48618776,18,8,10,1,1
29582,51.1,0.48618776,18,8,10,1,1
29583,51.1,0.412330514,14,7,13,1,1
29584,51.1,0.383174271,19,20,19,1,0
29585,51.1,0.240308395,19,20,19,1,0
29586,51.1,0.207695765,19,20,19,1,0
29587,51.1,0.205755597,19,20,19,1,0
29588,51.1,-0.126169778,12,7,15,1,1
29589,51.1,-0.127916473,19,20,19,1,0
29590,51.1,-0.20534120600000005,19,20,19,1,0
29591,51.1,-0.238503497,13,7,14,1,1
29592,51.1,-0.319623814,19,20,19,1,0
29593,40.66,-1.910158297,20,20,20,1,1
29594,51.1,-0.3214657,7,6,19,1,1
29595,51.1,-0.341253823,15,8,13,1,1
29596,51.1,-0.341253823,15,8,13,1,1
29597,51.1,-0.358447746,7,6,19,1,1
29598,51.1,-0.364167055,16,7,11,1,1
29599,51.1,-0.374756499,19,20,19,1,0
29600,51.1,-0.38571876,17,8,11,1,1
29601,51.1,-0.38571876,17,8,11,1,1
29602,51.1,-0.459245231,19,20,19,1,0
29603,51.1,-0.479640201,10,7,17,1,1
29604,51.1,-0.51899204,19,20,19,1,0
29605,51.1,-0.530009541,17,8,10,1,1
29606,51.1,-0.631495337,19,20,19,1,0
29607,51.1,-0.632497292,11,6,15,1,1
29608,51.1,-0.67034173,11,6,15,1,1
29609,51.1,-0.701678976,19,20,19,1,0
29610,51.1,-0.7049369240000001,15,7,12,1,1
29611,51.1,-0.7121297529999999,19,20,19,1,0
29612,51.1,-0.755961245,19,20,19,1,0
29613,51.1,-0.7902548009999999,19,20,19,1,0
29614,51.1,-0.881479372,7,6,19,1,1
29615,51.1,-0.977038701,8,7,19,1,1
29616,51.1,-0.977038701,8,7,19,1,1
29617,51.1,-0.977038701,8,7,19,1,1
29618,51.1,-0.995275257,16,7,11,1,1
29619,51.1,-1.009479187,8,8,20,1,1
29620,51.1,-1.009479187,8,8,20,1,1
29621,51.1,-1.009479187,8,8,20,1,1
29622,51.1,-1.083373347,19,20,19,1,0
29623,51.1,-1.100930952,11,6,15,1,1
29624,51.1,-1.118060297,19,20,19,1,0
29625,51.1,-1.159340389,19,20,19,1,0
29626,51.1,-1.167331436,19,20,19,1,0
29627,51.1,-1.181285995,8,7,19,1,1
29628,51.1,-1.219469577,7,6,19,1,1
29629,51.1,-1.276940506,9,8,19,1,1
29630,20.6,-1.914638817,20,20,20,1,1
29631,51.1,-1.276940506,9,8,19,1,1
29632,51.1,-1.286857071,10,7,17,1,1
29633,51.1,-1.286857071,10,7,17,1,1
29634,51.1,-1.31083355,11,9,16,1,1
29635,51.1,-1.315237757,19,20,19,1,0
29636,51.1,-1.421216005,19,20,19,1,0
29637,51.1,-1.449583244,19,20,19,1,0
29638,47.53,-1.9154953,20,20,20,1,1
29639,51.1,-1.467696671,19,20,19,1,0
29640,51.1,-1.521504586,8,7,19,1,1
29641,51.1,-1.574962141,13,8,15,1,1
29642,51.1,-1.574962141,13,8,15,1,1
29643,51.1,-1.579692696,19,20,19,1,0
29644,51.1,-1.658120311,19,20,19,1,0
29645,51.1,-1.7104702180000002,19,20,19,1,0
29646,51.1,-1.727165223,11,8,17,1,1
29647,51.1,-1.727165223,11,8,17,1,1
29648,51.1,-1.74257804,12,7,15,1,1
29649,51.1,-1.74257804,12,7,15,1,1
29650,51.1,-1.74257804,12,7,15,1,1
29651,51.1,-1.74257804,12,7,15,1,1
29652,51.1,-1.74257804,12,7,15,1,1
29653,51.1,-1.830882971,9,7,18,1,1
29654,51.1,-1.855536212,19,20,19,1,0
29655,51.1,-1.875538113,10,8,18,1,1
29656,51.1,-1.875538113,10,8,18,1,1
29657,51.1,-1.875538113,10,8,18,1,1
29658,51.1,-1.891580234,19,20,19,1,0
29659,51.1,-1.891580234,19,8,8,1,1
29660,51.1,-2.0835227780000003,9,6,17,1,1
29661,51.1,-2.126023675,9,7,18,1,1
29662,51.1,-2.202586931,14,8,13,1,1
29663,51.1,-2.204728814,15,8,12,1,1
29664,51.1,-2.21665824,13,8,14,1,1
29665,51.1,-2.327596624,19,20,19,1,0
29666,51.1,-2.356194694,18,8,9,1,1
29667,51.1,-2.358078429,13,7,14,1,1
29668,51.1,-2.404071305,16,8,12,1,1
29669,29.67,-1.917724851,20,20,20,1,1
29670,51.1,-2.404071305,16,8,12,1,1
29671,51.1,-2.415451661,11,6,15,1,1
29672,51.1,-2.445864352,17,7,10,1,1
29673,51.1,-2.471897531,19,20,19,1,0
29674,51.1,-2.698463552,11,7,16,1,1
29675,51.1,-2.7655936010000004,11,6,15,1,1
29676,51.1,-2.786157761,11,6,15,1,1
29677,51.1,-2.8379745310000004,19,20,19,1,0
29678,48.9,-1.918616994,20,20,20,1,1
29679,61.54,-1.91863764,20,20,20,1,1
29680,51.1,-2.874035377,19,20,19,1,0
29681,51.1,-2.94196512,9,9,18,1,1
29682,21.7,-1.918945728,20,20,20,1,1
29683,51.1,-2.944794224,11,6,15,1,1
29684,51.1,-3.0424347000000003,7,6,19,1,1
29685,51.1,-3.066953393,10,7,17,1,1
29686,51.1,-3.0748693910000005,19,20,19,1,0
29687,51.1,-3.293678447,19,20,19,1,0
29688,51.1,-3.480019595,9,6,17,1,1
29689,51.1,-3.513498139,19,20,19,1,0
29690,51.1,-3.936456027,16,8,11,1,1
29691,21.7,-1.919983385,20,20,20,1,1
29692,51.1,-4.162645845,7,6,19,1,1
29693,51.1,-4.435566211,19,20,19,1,0
29694,51.1,-4.501461783,11,6,15,1,1
29695,51.1,-4.528410078,19,20,19,1,0
29696,51.1,2.580368678,15,8,13,1,1
29697,51.1,1.92888426,19,20,19,1,0
29698,96.43,-1.920373465,20,20,20,1,1
29699,51.1,1.715366619,19,20,19,1,0
29700,51.1,1.715366619,19,10,11,1,1
29701,51.1,1.715366619,19,10,11,1,1
29702,51.1,1.194727839,19,20,19,1,0
29703,54.32,-0.627684907,20,20,20,0,1
29704,75.82,-1.920946321,20,20,20,1,1
29705,51.1,1.054318257,17,10,13,1,1
29706,99.45,-1.921095593,20,20,20,1,1
29707,54.32,-1.271140365,20,20,20,0,1
29708,54.32,-1.429110867,20,20,20,0,1
29709,45.33,-1.921660471,20,20,20,1,1
29710,51.1,1.054318257,17,10,13,1,1
29711,54.32,-1.753334598,20,20,20,0,1
29712,54.32,-1.785500029,20,20,20,0,1
29713,54.32,-2.335800766,20,20,20,0,1
29714,54.94,-0.649712725,20,20,20,0,1
29715,54.94,-1.028783461,20,20,20,0,1
29716,51.1,1.028306588,14,9,15,1,1
29717,51.1,0.985758464,19,20,19,1,0
29718,51.1,0.80833716,19,20,19,1,0
29719,51.1,0.80833716,19,10,10,1,1
29720,54.94,-1.1068836709999998,20,20,20,0,1
29721,51.1,0.6968518709999999,19,20,19,1,0
29722,54.94,-2.265846723,20,20,20,0,1
29723,54.94,-2.8395993930000003,20,20,20,0,1
29724,54.94,-2.884091558,20,20,20,0,1
29725,51.1,0.62364517,19,20,19,1,0
29726,55.56,-0.075422353,20,20,20,0,1
29727,55.56,-0.91113063,20,20,20,0,1
29728,51.1,0.494897979,19,20,19,1,0
29729,55.56,-1.422821968,20,20,20,0,1
29730,55.56,-1.4308656000000002,20,20,20,0,1
29731,55.56,-1.910463277,20,20,20,0,1
29732,55.56,-2.345356741,20,20,20,0,1
29733,51.1,0.494897979,19,9,10,1,1
29734,51.1,0.429123187,19,20,19,1,0
29735,17.58,-1.924030635,20,20,20,1,1
29736,51.1,0.226469755,19,20,19,1,0
29737,51.1,0.214924688,14,8,14,1,1
29738,51.1,0.201802004,17,9,12,1,1
29739,51.1,0.106786095,19,20,19,1,0
29740,51.1,0.106786095,19,9,10,1,1
29741,51.1,-0.012686038,19,20,19,1,0
29742,51.1,-0.093810162,19,20,19,1,0
29743,51.1,-0.114592528,19,20,19,1,0
29744,51.1,-0.195725876,19,20,19,1,0
29745,51.1,-0.27573537,15,8,13,1,1
29746,51.1,-0.411737444,19,20,19,1,0
29747,51.1,-0.423321656,14,8,14,1,1
29748,51.1,-0.439522221,12,8,16,1,1
29749,51.1,-0.488708417,12,11,17,1,1
29750,51.1,-0.490862516,15,8,13,1,1
29751,51.1,-0.5388730970000001,19,20,19,1,0
29752,51.1,-0.574044442,10,10,20,1,1
29753,51.1,-0.592566238,19,20,19,1,0
29754,56.17,-0.07457502,20,20,20,0,1
29755,51.1,-0.605740164,19,20,19,1,0
29756,51.1,-0.700674365,10,10,19,1,1
29757,51.1,-0.74086636,14,10,15,1,1
29758,51.1,-0.748344515,10,8,18,1,1
29759,51.1,-0.7847275909999999,15,9,14,1,1
29760,51.1,-0.7847275909999999,15,9,14,1,1
29761,51.1,-0.7847275909999999,15,9,14,1,1
29762,51.1,-0.829758048,10,9,19,1,1
29763,51.1,-0.843493273,19,20,19,1,0
29764,51.1,-0.864206991,19,20,19,1,0
29765,51.1,-0.89926323,19,20,19,1,0
29766,51.1,-0.904923419,15,8,13,1,1
29767,51.1,-0.99491284,12,8,16,1,1
29768,51.1,-1.1278604559999998,19,20,19,1,0
29769,51.1,-1.181901342,17,10,12,1,1
29770,51.1,-1.275674665,10,8,18,1,1
29771,51.1,-1.440369164,13,9,16,1,1
29772,51.1,-1.683066765,15,8,13,1,1
29773,51.1,-1.739630309,14,9,15,1,1
29774,51.1,-1.756315937,15,8,13,1,1
29775,51.1,-1.808548423,14,8,14,1,1
29776,51.1,-1.892850894,14,8,14,1,1
29777,51.1,-1.983325357,10,8,18,1,1
29778,51.1,-2.009714931,11,9,18,1,1
29779,51.1,-2.015684823,12,9,17,1,1
29780,51.1,-2.043637821,13,10,17,1,1
29781,51.1,-2.043637821,13,10,17,1,1
29782,51.1,-2.043637821,13,10,17,1,1
29783,51.1,-2.043637821,13,10,17,1,1
29784,79.67,-1.927990458,20,20,20,1,1
29785,51.1,-2.187082089,12,8,16,1,1
29786,51.1,-2.332727255,13,9,16,1,1
29787,51.1,-2.332784935,19,20,19,1,0
29788,51.1,-2.443352584,12,8,16,1,1
29789,51.1,-2.459193334,14,8,14,1,1
29790,51.1,-2.470841853,19,20,19,1,0
29791,51.1,-2.506410826,19,20,19,1,0
29792,51.1,-2.516276045,15,8,13,1,1
29793,51.1,-2.579633943,13,9,16,1,1
29794,51.1,-2.579633943,13,9,16,1,1
29795,51.1,-2.579633943,13,9,16,1,1
29796,33.24,-1.928995012,20,20,20,1,1
29797,51.1,-2.6189306830000003,18,9,11,1,1
29798,51.1,-2.6189306830000003,18,9,11,1,1
29799,51.1,-2.681994622,11,9,18,1,1
29800,51.1,-2.829219219,19,20,19,1,0
29801,51.1,-2.861295445,10,9,19,1,1
29802,51.1,-2.929252268,12,10,18,1,1
29803,51.1,-2.929252268,12,10,18,1,1
29804,51.1,-3.451938956,19,20,19,1,0
29805,51.1,-3.47473813,14,10,16,1,1
29806,51.1,-3.47473813,14,10,16,1,1
29807,98.35,-1.930562227,20,20,20,1,1
29808,56.17,-0.6223394520000001,20,20,20,0,1
29809,51.1,-3.745324284,16,9,13,1,1
29810,51.1,-3.745324284,16,9,13,1,1
29811,51.1,-3.745324284,16,9,13,1,1
29812,51.1,-3.745324284,16,9,13,1,1
29813,51.1,-3.876653087,14,8,14,1,1
29814,51.1,-3.922174707,12,8,16,1,1
29815,51.1,-3.937073773,19,20,19,1,0
29816,51.1,-4.33181509,12,9,17,1,1
29817,51.65,3.543579283,18,7,8,1,1
29818,51.65,3.450467164,19,20,19,1,0
29819,51.65,3.380569888,11,6,15,1,1
29820,51.65,3.282370499,19,20,19,1,0
29821,51.65,3.2468909960000003,19,20,19,1,0
29822,51.65,3.197886393,15,7,12,1,1
29823,51.65,3.197886393,15,7,12,1,1
29824,51.65,3.196051424,19,20,19,1,0
29825,51.65,3.186712017,19,20,19,1,0
29826,51.65,3.13771992,19,20,19,1,0
29827,9.62,-1.932638287,20,20,20,1,1
29828,51.65,3.1096625280000003,17,6,9,1,1
29829,51.65,3.075223814,14,6,12,1,1
29830,51.65,3.0713113080000003,18,6,8,1,1
29831,51.65,3.065749042,19,20,19,1,0
29832,51.65,3.049801483,19,20,19,1,0
29833,51.65,3.0466868330000003,19,20,19,1,0
29834,51.65,3.031364147,19,20,19,1,0
29835,51.65,3.029085019,18,6,8,1,1
29836,51.65,3.00055101,12,7,15,1,1
29837,51.65,3.00055101,12,7,15,1,1
29838,51.65,3.00043992,19,20,19,1,0
29839,51.65,2.97079921,19,20,19,1,0
29840,51.65,2.97079921,19,8,7,1,1
29841,51.65,2.964345774,19,20,19,1,0
29842,51.65,2.932185231,19,20,19,1,0
29843,51.65,2.928994968,19,20,19,1,0
29844,51.65,2.928994968,19,7,8,1,1
29845,51.65,2.928994968,19,7,8,1,1
29846,51.65,2.905805,19,20,19,1,0
29847,51.65,2.872278141,19,20,19,1,0
29848,51.65,2.851047388,19,20,19,1,0
29849,51.65,2.846418814,20,7,7,1,1
29850,51.65,2.8424261310000003,11,7,16,1,1
29851,51.65,2.8424261310000003,11,7,16,1,1
29852,51.65,2.8424261310000003,11,7,16,1,1
29853,51.65,2.826735377,19,20,19,1,0
29854,51.65,2.784045264,19,20,19,1,0
29855,51.65,2.7581107410000003,19,20,19,1,0
29856,51.65,2.7581107410000003,19,6,7,1,1
29857,51.65,2.750214253,19,20,19,1,0
29858,51.65,2.7446158689999995,19,20,19,1,0
29859,51.65,2.72996962,19,20,19,1,0
29860,51.65,2.728121192,19,20,19,1,0
29861,51.65,2.71158016,19,20,19,1,0
29862,51.65,2.664903964,19,20,19,1,0
29863,51.65,2.663290196,15,6,11,1,1
29864,51.65,2.635813164,18,7,9,1,1
29865,51.65,2.635813164,18,7,9,1,1
29866,51.65,2.625153188,19,20,19,1,0
29867,51.65,2.625153188,19,6,7,1,1
29868,51.65,2.6201047,19,20,19,1,0
29869,51.65,2.62004028,19,20,19,1,0
29870,51.65,2.61175039,19,20,19,1,0
29871,51.65,2.607637763,19,20,19,1,0
29872,51.65,2.603698993,11,6,15,1,1
29873,51.65,2.539411815,19,20,19,1,0
29874,51.65,2.516474807,19,20,19,1,0
29875,51.65,2.509375246,19,20,19,1,0
29876,51.65,2.46947955,19,20,19,1,0
29877,56.17,-0.945437425,20,20,20,0,1
29878,51.65,2.45403708,19,20,19,1,0
29879,51.65,2.395877528,15,6,11,1,1
29880,51.65,2.388152468,19,20,19,1,0
29881,51.65,2.372855712,12,6,14,1,1
29882,51.65,2.364209719,19,20,19,1,0
29883,51.65,2.355105737,7,7,19,1,1
29884,51.65,2.310018356,17,6,9,1,1
29885,95.6,-1.938935528,20,20,20,1,1
29886,51.65,2.279250358,19,20,19,1,0
29887,51.65,2.215668636,19,20,19,1,0
29888,51.65,2.07886096,19,20,19,1,0
29889,51.65,1.997600135,19,20,19,1,0
29890,51.65,1.965797936,19,20,19,1,0
29891,51.65,1.888144098,11,6,15,1,1
29892,51.65,1.888144098,11,6,15,1,1
29893,51.65,1.823803632,19,20,19,1,0
29894,51.65,1.646783668,19,20,19,1,0
29895,51.65,1.494025735,14,7,13,1,1
29896,51.65,1.494025735,14,7,13,1,1
29897,51.65,1.46004235,12,7,14,1,1
29898,51.65,1.360003779,19,20,19,1,0
29899,51.65,0.8474139270000001,12,6,14,1,1
29900,36.26,-1.939538205,20,20,20,1,1
29901,51.65,0.25463816100000003,17,7,10,1,1
29902,51.65,0.25463816100000003,17,7,10,1,1
29903,51.65,0.006110868,19,20,19,1,0
29904,51.65,-0.17866912,19,20,19,1,0
29905,51.65,-0.321939347,7,5,18,1,1
29906,51.65,-0.33901467700000004,8,5,17,1,1
29907,51.65,-0.370585034,10,6,16,1,1
29908,51.65,-0.389889882,19,20,19,1,0
29909,51.65,-0.444714136,16,7,11,1,1
29910,51.65,-0.444714136,16,7,11,1,1
29911,51.65,-0.451737564,8,6,18,1,1
29912,51.65,-0.471731711,8,6,18,1,1
29913,51.65,-0.63399348,10,6,16,1,1
29914,51.65,-0.6374210020000001,13,6,13,1,1
29915,51.65,-0.701019572,19,20,19,1,0
29916,10.99,-1.940670138,20,20,20,1,1
29917,51.65,-0.780599666,13,7,14,1,1
29918,51.65,-0.780599666,13,7,14,1,1
29919,51.65,-0.851335932,7,7,20,1,1
29920,51.65,-0.905409363,16,7,10,1,1
29921,51.65,-0.937136125,7,5,18,1,1
29922,51.65,-1.005712102,19,20,19,1,0
29923,51.65,-1.010347562,7,5,18,1,1
29924,56.17,-1.220486073,20,20,20,0,1
29925,51.65,-1.0329328009999998,19,20,19,1,0
29926,51.65,-1.060782132,19,20,19,1,0
29927,56.17,-1.229978153,20,20,20,0,1
29928,51.65,-1.187412802,7,6,19,1,1
29929,51.65,-1.279251564,19,20,19,1,0
29930,51.65,-1.305802965,8,5,17,1,1
29931,51.65,-1.361370694,10,5,15,1,1
29932,51.65,-1.383024277,10,5,15,1,1
29933,51.65,-1.402518946,8,5,17,1,1
29934,51.65,-1.457197776,8,5,17,1,1
29935,51.65,-1.505459441,16,6,10,1,1
29936,51.65,-1.534459283,14,7,12,1,1
29937,51.65,-1.614630744,10,7,16,1,1
29938,51.65,-1.6907648709999998,9,6,17,1,1
29939,12.91,-1.942111336,20,20,20,1,1
29940,51.65,-1.6907648709999998,9,6,17,1,1
29941,51.65,-1.6907648709999998,9,6,17,1,1
29942,51.65,-1.6907648709999998,9,6,17,1,1
29943,51.65,-1.7032474030000002,9,7,18,1,1
29944,51.65,-1.7032474030000002,9,7,18,1,1
29945,51.65,-1.7032474030000002,9,7,18,1,1
29946,51.65,-1.7032474030000002,9,7,18,1,1
29947,51.65,-1.7032474030000002,9,7,18,1,1
29948,51.65,-1.763880694,7,6,19,1,1
29949,51.65,-1.78020503,8,5,17,1,1
29950,51.65,-1.7847658990000002,13,6,13,1,1
29951,51.65,-1.792145004,7,5,18,1,1
29952,51.65,-1.843297231,19,20,19,1,0
29953,51.65,-1.845845181,9,6,17,1,1
29954,51.65,-1.870025566,8,5,17,1,1
29955,51.65,-1.884956501,19,20,19,1,0
29956,51.65,-1.887790724,10,5,15,1,1
29957,51.65,-1.931049074,9,6,17,1,1
29958,51.65,-1.941908227,16,6,10,1,1
29959,51.65,-1.965053696,8,5,17,1,1
29960,51.65,-1.965233138,8,6,18,1,1
29961,51.65,-1.965233138,8,6,18,1,1
29962,51.65,-1.965233138,8,6,18,1,1
29963,51.65,-1.97478092,15,7,11,1,1
29964,51.65,-2.13395023,8,7,19,1,1
29965,51.65,-2.13395023,8,7,19,1,1
29966,51.65,-2.13395023,8,7,19,1,1
29967,51.65,-2.13395023,8,7,19,1,1
29968,51.65,-2.540564314,8,5,17,1,1
29969,51.65,-2.608804614,10,7,17,1,1
29970,51.65,-2.608804614,10,7,17,1,1
29971,51.65,-2.685561069,17,8,9,1,1
29972,51.65,-2.9605049039999995,8,5,17,1,1
29973,51.65,-2.997751585,19,20,19,1,0
29974,51.65,-3.497055806,13,7,13,1,1
29975,51.65,-3.942319629,19,20,19,1,0
29976,51.65,-4.154288323,7,5,18,1,1
29977,51.65,-4.22993247,7,5,18,1,1
29978,55.77,2.839280677,18,7,9,1,1
29979,55.77,2.567478135,19,20,19,1,0
29980,55.77,2.408749787,19,20,19,1,0
29981,55.77,2.3614095980000003,16,8,12,1,1
29982,55.77,2.3614095980000003,16,8,12,1,1
29983,56.87,-1.945560318,20,20,20,1,1
29984,55.77,2.327125961,8,8,20,1,1
29985,55.77,2.149952336,19,20,19,1,0
29986,55.77,2.102061324,19,20,19,1,0
29987,56.17,-1.57264306,20,20,20,0,1
29988,55.77,2.024326892,15,7,12,1,1
29989,55.77,1.96489406,19,20,19,1,0
29990,55.77,1.96489406,19,8,9,1,1
29991,55.77,1.96489406,19,8,9,1,1
29992,55.77,1.963757778,19,20,19,1,0
29993,55.77,1.920629166,19,20,19,1,0
29994,55.77,1.907735536,15,7,12,1,1
29995,55.77,1.871505079,19,20,19,1,0
29996,55.77,1.821682554,19,20,19,1,0
29997,55.77,1.694283727,19,20,19,1,0
29998,55.77,1.523861446,14,8,14,1,1
29999,55.77,1.523861446,14,8,14,1,1
30000,55.77,1.523861446,14,8,14,1,1
30001,55.77,1.464850115,18,7,9,1,1
30002,55.77,1.4589011530000002,13,8,15,1,1
30003,55.77,1.4589011530000002,13,8,15,1,1
30004,55.77,1.4515898859999998,18,8,9,1,1
30005,55.77,1.3687718130000002,15,8,13,1,1
30006,55.77,1.3687718130000002,15,8,13,1,1
30007,55.77,1.348780527,20,8,8,1,1
30008,55.77,1.128952199,19,20,19,1,0
30009,55.77,1.128952199,19,7,8,1,1
30010,55.77,1.04758064,17,7,10,1,1
30011,55.77,0.959451273,19,20,19,1,0
30012,55.77,0.70591766,19,20,19,1,0
30013,55.77,0.6716322440000001,19,20,19,1,0
30014,55.77,0.65750774,18,8,10,1,1
30015,55.77,0.65750774,18,8,10,1,1
30016,55.77,0.548456034,13,6,13,1,1
30017,55.77,0.481856993,19,20,19,1,0
30018,55.77,0.455950951,9,6,17,1,1
30019,55.77,0.3721094720000001,19,20,19,1,0
30020,55.77,0.35692692,9,7,18,1,1
30021,55.77,0.346987836,19,20,19,1,0
30022,55.77,0.307420796,19,20,19,1,0
30023,55.77,0.250434184,19,20,19,1,0
30024,55.77,0.241182895,11,8,16,1,1
30025,55.77,0.225238185,17,7,10,1,1
30026,55.77,0.204474148,9,7,18,1,1
30027,55.77,0.204474148,9,7,18,1,1
30028,55.77,0.153455432,13,7,14,1,1
30029,55.77,0.08400688099999999,19,20,19,1,0
30030,55.77,0.080138422,13,6,13,1,1
30031,55.77,0.021126273,9,8,19,1,1
30032,55.77,0.021126273,9,8,19,1,1
30033,55.77,0.021126273,9,8,19,1,1
30034,55.77,-0.094927119,19,20,19,1,0
30035,55.77,-0.18172211,19,20,19,1,0
30036,55.77,-0.202402127,19,20,19,1,0
30037,55.77,-0.203481242,9,6,17,1,1
30038,55.77,-0.218540966,19,20,19,1,0
30039,55.77,-0.23276205,19,20,19,1,0
30040,55.77,-0.23276205,19,9,8,1,1
30041,40.38,-1.951433837,20,20,20,1,1
30042,55.77,-0.416446972,19,20,19,1,0
30043,55.77,-0.436005035,19,20,19,1,0
30044,55.77,-0.450149544,19,20,19,1,0
30045,55.77,-0.4633111170000001,16,8,11,1,1
30046,55.77,-0.469189191,19,20,19,1,0
30047,55.77,-0.4935779870000001,19,20,19,1,0
30048,55.77,-0.598588409,9,6,17,1,1
30049,55.77,-0.610239656,17,8,11,1,1
30050,55.77,-0.610239656,17,8,11,1,1
30051,55.77,-0.610239656,17,8,11,1,1
30052,55.77,-0.646654449,19,20,19,1,0
30053,55.77,-0.648320951,19,20,19,1,0
30054,55.77,-0.675412395,19,20,19,1,0
30055,55.77,-0.7360378190000001,19,20,19,1,0
30056,55.77,-0.7667191090000001,19,20,19,1,0
30057,55.77,-0.7667191090000001,19,7,8,1,1
30058,55.77,-0.767549725,11,8,17,1,1
30059,55.77,-0.767549725,11,8,17,1,1
30060,55.77,-0.801518127,10,8,18,1,1
30061,55.77,-0.801518127,10,8,18,1,1
30062,55.77,-0.801518127,10,8,18,1,1
30063,55.77,-0.801518127,10,8,18,1,1
30064,55.77,-0.801518127,10,8,18,1,1
30065,55.77,-0.840177926,9,6,17,1,1
30066,55.77,-0.8415089659999999,19,20,19,1,0
30067,89.56,-1.953177709,20,20,20,1,1
30068,55.77,-0.84365469,19,20,19,1,0
30069,55.77,-0.860766791,19,20,19,1,0
30070,14.01,-1.953595631,20,20,20,1,1
30071,55.77,-0.908627536,9,6,17,1,1
30072,55.77,-0.911452407,9,6,17,1,1
30073,55.77,-0.923696356,14,7,13,1,1
30074,55.77,-0.940324695,19,20,19,1,0
30075,55.77,-0.9475571,10,7,17,1,1
30076,55.77,-0.954564712,19,20,19,1,0
30077,55.77,-0.987830715,19,20,19,1,0
30078,55.77,-1.028941239,19,20,19,1,0
30079,55.77,-1.056111083,19,20,19,1,0
30080,55.77,-1.095558661,19,20,19,1,0
30081,55.77,-1.173197303,19,20,19,1,0
30082,55.77,-1.25214672,8,7,19,1,1
30083,55.77,-1.295379107,16,6,10,1,1
30084,46.98,-1.955156374,20,20,20,1,1
30085,55.77,-1.350705817,12,7,15,1,1
30086,55.77,-1.364903391,9,7,18,1,1
30087,55.77,-1.424042806,9,6,17,1,1
30088,55.77,-1.436519123,11,6,15,1,1
30089,55.77,-1.520088668,16,7,11,1,1
30090,55.77,-1.520688347,10,7,17,1,1
30091,55.77,-1.631119362,19,20,19,1,0
30092,55.77,-1.7457643319999998,16,7,11,1,1
30093,55.77,-1.7542543000000002,16,6,10,1,1
30094,55.77,-1.819869121,19,20,19,1,0
30095,55.77,-1.872272348,13,8,14,1,1
30096,55.77,-1.974210969,8,6,18,1,1
